ダウンロードした時刻：2023/10/20 10:42:26

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2016/10/27,7.6,0,8,1,0,1,8,,,,1,3.3,8,1,10.9,8,1,50,8,1,1018.8,8,1,1015.9,8,1,4.8,8,1,19.0,8,1,14.44,8,1,0,1,8,1,0,1,8,1,23.3,8,2016/10/27 12:48,8,1,13.2,8,2016/10/27 23:26,8,1,北北西,8,1,6.9,8,2016/10/27 09:58,8,北北西,8,1,1013.0,0,8,2016/10/27 01:03,0,8,1,32,8,2016/10/27 18:18,8,1,0,1,8,2016/10/28 0:00,1,8,1,12.7,8,2016/10/27 09:49,8,北西,8,1,晴一時曇,8,1,晴後時々曇,8,1
2016/10/28,0.0,0,8,1,0,1,8,,,,1,2.4,8,1,10.9,8,1,78,8,1,1017.3,8,1,1014.4,8,1,9.5,8,1,12.2,8,1,1.46,8,1,18.0,0,8,1,0,1,8,1,14.8,8,2016/10/28 00:11,8,1,10.1,8,2016/10/28 13:58,8,1,北北西,8,1,4.9,8,2016/10/28 21:52,8,北西,8,1,1007.1,0,8,2016/10/29 0:00,0,8,1,48,8,2016/10/28 00:11,8,1,1.0,0,8,2016/10/28 22:15,0,8,1,7.6,8,2016/10/28 21:48,8,北西,8,1,曇後雨,8,1,雨後曇一時晴,8,1
2016/10/29,0.0,0,8,1,0,1,8,,,,1,2.5,8,1,12.5,8,1,72,8,1,1013.8,8,1,1011.0,8,1,9.5,8,1,15.5,8,1,4.33,8,1,0.0,0,8,1,0,1,8,1,20.8,8,2016/10/29 13:19,8,1,11.6,8,2016/10/29 05:35,8,1,北北西,8,1,5.8,8,2016/10/29 11:16,8,北北西,8,1,1005.2,0,8,2016/10/29 02:43,0,8,1,43,8,2016/10/29 14:33,8,1,0.0,0,8,2016/10/30 0:00,0,8,1,13.6,8,2016/10/29 11:13,8,北西,8,1,曇,8,1,曇時々雨,8,1
2016/10/30,0.0,0,8,1,0,1,8,,,,1,2.3,8,1,9.9,8,1,71,8,1,1026.8,8,1,1023.8,8,1,10.0,8,1,11.9,8,1,3.93,8,1,1.0,0,8,1,0,1,8,1,13.5,8,2016/10/30 09:49,8,1,9.6,8,2016/10/30 01:56,8,1,北東,8,1,4.7,8,2016/10/30 23:56,8,北西,8,1,1022.7,0,8,2016/10/30 00:12,0,8,1,57,8,2016/10/30 15:37,8,1,0.5,0,8,2016/10/30 01:45,0,8,1,8.0,8,2016/10/30 10:13,8,東北東,8,1,曇,8,1,曇,8,1
2016/10/31,3.9,0,8,1,0,1,8,,,,1,1.8,8,1,11.0,8,1,68,8,1,1024.1,8,1,1021.2,8,1,9.0,8,1,14.3,8,1,9.79,8,1,0,1,8,1,0,1,8,1,19.1,8,2016/10/31 13:09,8,1,9.8,8,2016/10/31 05:26,8,1,北北西,8,1,4.4,8,2016/10/31 00:01,8,北西,8,1,1019.2,0,8,2016/11/1 0:00,0,8,1,53,8,2016/10/31 13:29,8,1,0,1,8,2016/11/1 0:00,1,8,1,5.6,8,2016/10/31 03:13,8,北西,8,1,曇時々晴,8,1,曇後時々雨,8,1
2016/11/1,3.3,0,8,1,0,1,8,,,,1,2.0,8,1,12.5,8,1,82,8,1,1017.9,8,1,1015.0,8,1,7.8,8,1,13.4,8,1,5.44,8,1,10.0,0,8,1,0,1,8,1,16.4,8,2016/11/1 14:34,8,1,11.7,8,2016/11/1 08:23,8,1,北西,8,1,6.0,8,2016/11/1 18:54,8,北西,8,1,1013.6,0,8,2016/11/1 14:18,0,8,1,52,8,2016/11/1 23:33,8,1,1.0,0,8,2016/11/1 06:59,0,8,1,9.4,8,2016/11/1 18:59,8,北西,8,1,雨後晴時々曇,8,1,曇,8,1
2016/11/2,0.0,0,8,1,0,1,8,,,,1,2.4,8,1,8.7,8,1,68,8,1,1024.2,8,1,1021.2,8,1,10.0,8,1,10.9,8,1,2.54,8,1,1.5,0,8,1,0,1,8,1,12.2,8,2016/11/2 09:44,8,1,8.6,8,2016/11/2 23:32,8,1,北北東,8,1,4.1,8,2016/11/2 08:49,8,北北東,8,1,1021.4,0,8,2016/11/2 23:48,0,8,1,53,8,2016/11/2 12:07,8,1,0.5,0,8,2016/11/2 22:27,0,8,1,7.1,8,2016/11/2 06:23,8,北東,8,1,曇後時々雨,8,1,雨時々曇,8,1
2016/11/3,9.5,0,8,1,0,1,8,,,,1,2.6,8,1,9.3,8,1,65,8,1,1014.2,8,1,1011.3,8,1,2.5,8,1,12.9,8,1,14.67,8,1,3.0,0,8,1,0,1,8,1,19.4,8,2016/11/3 14:03,8,1,8.4,8,2016/11/3 01:17,8,1,北北西,8,1,4.2,8,2016/11/3 00:58,8,北西,8,1,1010.0,0,8,2016/11/3 14:52,0,8,1,35,8,2016/11/3 15:48,8,1,1.0,0,8,2016/11/3 00:54,0,8,1,9.7,8,2016/11/3 16:41,8,北北西,8,1,晴,8,1,晴一時曇,8,1
2016/11/4,9.2,0,8,1,0,1,8,,,,1,3.0,8,1,8.2,8,1,52,8,1,1015.4,8,1,1012.5,8,1,2.0,8,1,14.0,8,1,14.81,8,1,0,1,8,1,0,1,8,1,18.8,8,2016/11/4 12:57,8,1,8.5,8,2016/11/4 06:35,8,1,北西,8,1,5.6,8,2016/11/4 11:55,8,北西,8,1,1013.3,0,8,2016/11/4 01:10,0,8,1,29,8,2016/11/4 11:35,8,1,0,1,8,2016/11/5 0:00,1,8,1,10.0,8,2016/11/4 11:38,8,北西,8,1,晴後一時曇,8,1,曇一時晴,8,1
2016/11/5,6.8,0,8,1,0,1,8,,,,1,2.5,8,1,11.0,8,1,66,8,1,1013.0,8,1,1010.1,8,1,5.0,8,1,14.6,8,1,11.88,8,1,0.0,0,8,1,0,1,8,1,19.5,8,2016/11/5 13:10,8,1,11.2,8,2016/11/5 01:13,8,1,北北西,8,1,4.9,8,2016/11/5 17:31,8,南南西,8,1,1009.5,0,8,2016/11/5 17:07,0,8,1,49,8,2016/11/5 13:18,8,1,0.0,0,8,2016/11/5 08:14,0,8,1,8.4,8,2016/11/5 17:22,8,南南西,8,1,晴一時曇,8,1,快晴,8,1
2016/11/6,9.5,0,8,1,0,1,8,,,,1,2.6,8,1,9.5,8,1,58,8,1,1018.5,8,1,1015.6,8,1,0.3,8,1,14.8,8,1,13.83,8,1,0,1,8,1,0,1,8,1,20.8,8,2016/11/6 12:43,8,1,9.9,8,2016/11/6 04:50,8,1,北,8,1,6.6,8,2016/11/6 10:01,8,北北西,8,1,1011.6,0,8,2016/11/6 00:59,0,8,1,35,8,2016/11/6 13:02,8,1,0,1,8,2016/11/7 0:00,1,8,1,12.6,8,2016/11/6 10:30,8,西北西,8,1,快晴,8,1,晴後曇,8,1
2016/11/7,8.4,0,8,1,0,1,8,,,,1,3.0,8,1,8.0,8,1,61,8,1,1026.2,8,1,1023.2,8,1,4.5,8,1,11.0,8,1,13.23,8,1,0,1,8,1,0,1,8,1,14.4,8,2016/11/7 13:21,8,1,8.2,8,2016/11/7 22:32,8,1,北東,8,1,5.7,8,2016/11/7 10:33,8,北東,8,1,1023.3,0,8,2016/11/8 0:00,0,8,1,45,8,2016/11/7 13:10,8,1,0,1,8,2016/11/8 0:00,1,8,1,9.8,8,2016/11/7 09:52,8,北東,8,1,晴,8,1,快晴,8,1
2016/11/8,1.8,0,8,1,0,1,8,,,,1,1.8,8,1,9.2,8,1,76,8,1,1017.0,8,1,1014.0,8,1,7.5,8,1,9.9,8,1,6.22,8,1,2.0,0,8,1,0,1,8,1,13.6,8,2016/11/8 12:02,8,1,6.1,8,2016/11/8 05:33,8,1,北西,8,1,3.9,8,2016/11/8 04:35,8,北西,8,1,1012.5,0,8,2016/11/8 21:08,0,8,1,57,8,2016/11/8 11:44,8,1,0.5,0,8,2016/11/9 0:00,0,8,1,5.8,8,2016/11/8 06:58,8,北西,8,1,曇一時晴,8,1,雨時々曇,8,1
2016/11/9,6.0,0,8,1,0,1,8,,,,1,4.9,8,1,6.1,8,1,49,8,1,1016.7,8,1,1013.8,8,1,5.5,8,1,10.4,8,1,11.34,8,1,5.0,0,8,1,0,1,8,1,14.6,8,2016/11/9 11:54,8,1,7.9,8,2016/11/9 23:32,8,1,北北西,8,1,9.4,8,2016/11/9 10:21,8,北西,8,1,1012.5,0,8,2016/11/9 03:19,0,8,1,31,8,2016/11/9 13:46,8,1,1.5,0,8,2016/11/9 01:35,0,8,1,16.1,8,2016/11/9 10:12,8,北西,8,1,晴時々曇,8,1,晴後薄曇,8,1
2016/11/10,0.5,0,8,1,0,1,8,,,,1,2.9,8,1,6.3,8,1,53,8,1,1024.1,8,1,1021.1,8,1,9.8,8,1,9.6,8,1,6.37,8,1,0.0,0,8,1,0,1,8,1,13.0,8,2016/11/10 11:57,8,1,7.6,8,2016/11/10 03:27,8,1,北北西,8,1,7.1,8,2016/11/10 00:48,8,北西,8,1,1021.6,0,8,2016/11/10 00:47,0,5,1,40,8,2016/11/10 01:34,5,1,0.0,0,8,2016/11/11 0:00,0,8,1,12.3,8,2016/11/10 03:17,8,西北西,8,1,曇,8,1,雨一時曇,8,1
2016/11/11,0.0,0,8,1,0,1,8,,,,1,3.4,8,1,11.3,8,1,97,8,1,1018.2,8,1,1015.3,8,1,10.0,8,1,9.0,8,1,1.73,8,1,49.0,0,8,1,0,1,8,1,12.1,8,2016/11/11 22:09,8,1,5.7,8,2016/11/11 04:57,8,1,北北西,8,1,5.9,8,2016/11/11 05:36,8,北北西,8,1,1015.6,0,8,2016/11/11 13:36,0,8,1,74,8,2016/11/11 00:36,8,1,2.5,0,8,2016/11/11 07:57,0,8,1,11.5,8,2016/11/11 05:42,8,北西,8,1,雨,8,1,曇一時雨,8,1
2016/11/12,6.3,0,8,1,0,1,8,,,,1,1.9,8,1,12.6,8,1,83,8,1,1022.6,8,1,1019.7,8,1,4.0,8,1,13.6,8,1,11.13,8,1,0,1,8,1,0,1,8,1,18.8,8,2016/11/12 13:26,8,1,10.0,8,2016/11/12 06:16,8,1,北北西,8,1,3.4,8,2016/11/12 18:44,8,東南東,8,1,1019.1,0,8,2016/11/12 00:03,0,8,1,52,8,2016/11/12 13:45,8,1,0.0,0,8,2016/11/12 00:02,0,8,1,5.4,8,2016/11/12 08:38,8,北北西,8,1,晴一時曇,8,1,晴一時薄曇,8,1
2016/11/13,7.6,0,8,1,0,1,8,,,,1,1.7,8,1,12.7,8,1,82,8,1,1024.3,8,1,1021.3,8,1,4.3,8,1,13.6,8,1,11.93,8,1,0,1,8,1,0,1,8,1,18.6,8,2016/11/13 13:38,8,1,9.1,8,2016/11/13 06:09,8,1,北西,8,1,3.3,8,2016/11/13 12:38,8,南南東,8,1,1022.2,0,8,2016/11/13 15:19,0,8,1,57,8,2016/11/13 12:11,8,1,0,1,8,2016/11/14 0:00,1,8,1,5.8,8,2016/11/13 12:38,8,南南東,8,1,晴後一時薄曇,8,1,曇,8,1
2016/11/14,0.0,0,8,1,0,1,8,,,,1,1.8,5,1,13.5,8,1,86,8,1,1021.4,8,1,1018.5,8,1,10.0,8,1,13.7,8,1,3.90,8,1,6.0,0,8,1,0,1,5,1,16.7,8,2016/11/14 13:20,8,1,11.5,8,2016/11/14 06:00,8,1,北西,8,1,4.2,8,2016/11/14 22:02,8,北西,8,1,1016.2,0,8,2016/11/14 23:59,0,8,1,68,8,2016/11/14 13:22,8,1,0.5,0,8,2016/11/14 23:17,0,8,1,7.7,8,2016/11/14 21:54,8,北西,8,1,曇後時々雨,8,1,雨後時々曇,8,1
2016/11/15,1.6,0,8,1,0,1,8,,,,1,2.1,8,1,14.4,8,1,83,8,1,1009.5,8,1,1006.6,8,1,10.0,8,1,15.3,8,1,6.52,8,1,0.0,0,8,1,0,1,8,1,19.3,8,2016/11/15 13:41,8,1,12.7,8,2016/11/15 01:54,8,1,北西,8,1,7.8,8,2016/11/15 20:13,8,北西,8,1,1005.8,0,8,2016/11/15 16:01,0,8,1,49,8,2016/11/15 21:18,8,1,0.0,0,8,2016/11/15 06:20,0,8,1,16.0,8,2016/11/15 19:34,8,北西,8,1,曇,8,1,晴時々曇,8,1
2016/11/16,0.6,0,8,1,0,1,8,,,,1,3.4,8,1,7.6,8,1,52,8,1,1017.6,8,1,1014.7,8,1,7.3,8,1,12.5,8,1,5.40,8,1,0,1,8,1,0,1,8,1,14.8,8,2016/11/16 14:25,8,1,10.7,8,2016/11/16 05:23,8,1,北北西,8,1,6.9,8,2016/11/16 09:25,8,北西,8,1,1012.0,0,8,2016/11/16 00:17,0,8,1,40,8,2016/11/16 13:59,8,1,0,1,8,2016/11/17 0:00,1,8,1,13.6,8,2016/11/16 03:34,8,北西,8,1,曇,8,1,曇後一時晴,8,1
2016/11/17,8.1,0,8,1,0,1,8,,,,1,1.9,8,1,8.5,8,1,59,8,1,1020.4,8,1,1017.5,8,1,6.3,8,1,12.6,8,1,11.76,8,1,0,1,8,1,0,1,8,1,18.3,8,2016/11/17 13:25,8,1,7.8,8,2016/11/17 06:44,8,1,北北西,8,1,4.5,8,2016/11/17 21:47,8,北北西,8,1,1017.5,0,8,2016/11/17 14:07,0,8,1,35,8,2016/11/17 13:58,8,1,0,1,8,2016/11/18 0:00,1,8,1,8.6,8,2016/11/17 21:41,8,北西,8,1,晴一時薄曇,8,1,快晴,8,1
2016/11/18,9.0,0,8,1,0,1,8,,,,1,2.0,8,1,8.4,8,1,62,8,1,1025.1,8,1,1022.2,8,1,3.3,8,1,11.3,8,1,12.00,8,1,0,1,8,1,0,1,8,1,15.7,8,2016/11/18 14:16,8,1,6.1,8,2016/11/18 06:19,8,1,北,8,1,4.0,8,2016/11/18 12:28,8,南,8,1,1023.0,0,8,2016/11/19 0:00,0,8,1,46,8,2016/11/18 13:18,8,1,0,1,8,2016/11/19 0:00,1,8,1,6.6,8,2016/11/18 12:20,8,南,8,1,晴後一時曇,8,1,曇一時晴後時々雨,8,1
2016/11/19,0.0,0,8,1,0,1,8,,,,1,2.0,8,1,11.2,8,1,92,8,1,1015.7,8,1,1012.7,8,1,9.5,8,1,9.8,8,1,1.76,8,1,18.0,0,8,1,0,1,8,1,12.0,8,2016/11/19 19:32,8,1,7.9,8,2016/11/19 08:21,8,1,北西,8,1,5.0,8,2016/11/19 13:51,8,北西,8,1,1010.5,0,8,2016/11/19 16:34,0,8,1,64,8,2016/11/19 01:57,8,1,3.0,0,8,2016/11/19 08:44,0,8,1,8.7,8,2016/11/19 13:47,8,北西,8,1,雨時々曇,8,1,晴一時曇,8,1
2016/11/20,6.9,0,8,1,0,1,8,,,,1,1.4,8,1,13.8,8,1,89,8,1,1015.4,8,1,1012.5,8,1,5.5,8,1,13.6,8,1,10.54,8,1,0,1,8,1,0,1,8,1,20.4,8,2016/11/20 12:46,8,1,8.9,8,2016/11/20 01:03,8,1,北西,8,1,3.0,8,2016/11/20 21:24,8,西北西,8,1,1011.5,0,8,2016/11/20 00:53,0,8,1,60,8,2016/11/20 13:48,8,1,0,1,8,2016/11/21 0:00,1,8,1,4.6,8,2016/11/20 17:26,8,北東,8,1,薄曇時々晴,8,1,薄曇,8,1
2016/11/21,0.0,0,8,1,0,1,8,,,,1,2.3,8,1,12.8,8,1,88,8,1,1020.7,8,1,1017.8,8,1,10.0,8,1,12.6,8,1,2.55,8,1,2.5,0,8,1,0,1,8,1,14.7,8,2016/11/21 08:51,8,1,10.2,8,2016/11/21 23:55,8,1,北北東,8,1,4.5,8,2016/11/21 11:47,8,北東,8,1,1016.0,0,8,2016/11/21 23:33,0,8,1,69,8,2016/11/21 15:47,8,1,1.0,0,8,2016/11/21 17:06,0,8,1,7.8,8,2016/11/21 11:45,8,北東,8,1,曇後時々雨,8,1,雨一時曇,8,1
2016/11/22,6.7,0,8,1,0,1,8,,,,1,1.7,8,1,14.1,8,1,89,8,1,1009.9,8,1,1007.0,8,1,6.8,8,1,14.0,8,1,10.27,8,1,2.0,0,8,1,0,1,8,1,19.3,8,2016/11/22 14:05,8,1,10.3,8,2016/11/22 01:13,8,1,北西,8,1,3.5,8,2016/11/22 23:45,8,南東,8,1,1006.8,0,8,2016/11/22 15:33,0,8,1,63,8,2016/11/22 13:42,8,1,0.5,0,8,2016/11/22 06:54,0,8,1,7.1,8,2016/11/22 23:37,8,南東,8,1,晴一時雨,8,1,晴時々曇,8,1
2016/11/23,0.1,0,8,1,0,1,8,,,,1,2.8,8,1,7.6,8,1,55,8,1,1016.2,8,1,1013.3,8,1,10.0,8,1,11.4,8,1,3.63,8,1,0.0,0,8,1,0,1,8,1,14.7,8,2016/11/23 00:01,8,1,8.5,8,2016/11/24 0:00,8,1,北北西,8,1,5.9,8,2016/11/23 05:56,8,北北西,8,1,1008.2,0,8,2016/11/23 01:17,0,8,1,40,8,2016/11/23 19:52,8,1,0.0,0,8,2016/11/24 0:00,0,8,1,11.3,8,2016/11/23 05:48,8,北西,8,1,曇後一時雨,8,1,曇時々雨,8,1
2016/11/24,0.0,0,8,1,0,0,8,,,,1,2.9,8,1,6.7,8,1,91,8,1,1019.8,8,1,1016.8,8,1,9.5,8,1,2.8,8,1,1.11,8,1,23.0,0,8,1,0,1,8,1,8.6,8,2016/11/24 00:03,8,1,0.9,8,2016/11/24 09:11,8,1,北西,8,1,4.9,8,2016/11/24 19:08,8,北西,8,1,1017.8,0,8,2016/11/24 12:35,0,8,1,41,8,2016/11/24 01:23,8,1,1.0,0,8,2016/11/24 05:04,0,8,1,7.9,8,2016/11/24 19:00,8,北西,8,1,みぞれ時々雪一時曇,8,1,晴一時曇,8,1
2016/11/25,9.3,0,8,1,0,1,8,,,,1,1.9,8,1,6.8,8,1,76,8,1,1022.0,8,1,1018.9,8,1,3.8,8,1,5.6,8,1,11.98,8,1,0,1,8,1,0,1,8,1,10.8,8,2016/11/25 14:05,8,1,0.3,8,2016/11/25 05:50,8,1,北北西,8,1,3.4,8,2016/11/25 15:15,8,南東,8,1,1019.9,0,8,2016/11/25 14:37,0,8,1,51,8,2016/11/25 13:11,8,1,0,1,8,2016/11/26 0:00,1,8,1,5.8,8,2016/11/25 14:43,8,南南東,8,1,晴一時薄曇,8,1,晴,8,1
2016/11/26,6.5,0,8,1,0,1,8,,,,1,2.1,8,1,7.9,8,1,72,8,1,1026.0,8,1,1023.0,8,1,5.0,8,1,8.3,8,1,10.57,8,1,0,1,8,1,0,1,8,1,13.1,8,2016/11/26 13:34,8,1,3.2,8,2016/11/26 06:23,8,1,北北西,8,1,3.9,8,2016/11/26 22:49,8,北西,8,1,1021.9,0,8,2016/11/27 0:00,0,8,1,55,8,2016/11/26 14:29,8,1,0,1,8,2016/11/27 0:00,1,8,1,6.6,8,2016/11/26 16:52,8,東北東,8,1,晴後曇,8,1,曇後時々雨,8,1
2016/11/27,0.5,0,8,1,0,1,8,,,,1,1.8,8,1,10.5,8,1,82,8,1,1015.1,8,1,1012.1,8,1,10.0,8,1,10.6,8,1,4.50,8,1,9.5,0,8,1,0,1,8,1,13.8,8,2016/11/27 12:51,8,1,8.6,8,2016/11/27 06:59,8,1,北北西,8,1,3.5,8,2016/11/27 02:07,8,北西,8,1,1008.4,0,8,2016/11/28 0:00,0,8,1,60,8,2016/11/27 12:53,8,1,1.0,0,8,2016/11/27 23:17,0,8,1,6.5,8,2016/11/27 01:42,8,北西,8,1,曇後時々雨,8,1,雨時々曇,8,1
